date,social_source,message,impressions,reach,saved,likes,comments,shares,plays,profile_visits
2021-01-17T11:30:34+0000,insta_post,"If we take a fresh look at the stories that we know so well, they may surprised and delighted us. 

❤ gift someone you love 
❤ free shipping worldwide 

#fairytale #redridinghood #artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artlover #artistlife #iloveart #homedec",117,115,13,70,1,1,,3
2021-01-12T14:56:52+0000,insta_post,"The perfect gift to inspire taking adventures together! 

❤
Every painting of ours tells a story! Our art isnt just beautiful, it's also personal and meaningful ❤

🔥Free shipping worldwide🔥

#love #artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor",113,107,4,27,0,0,,0
2021-01-11T13:09:05+0000,insta_post,"🌟🌟🌟🌟🌟
""My sister and I got this painting as a present for our mother who always dreamed of visiting Venice...One year after my mother hung the painting on her wall, she traveled to precisely this spot in Venice. Sometimes artwork shapes reality!"" 

- Y.H. 

Thank you for the wonderful and touching review ❤

All our Gift Collection paintings are only 139$

🔥shipping is free 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedeco",110,105,6,57,0,0,,0
2021-01-08T10:10:12+0000,insta_post,"Wanted to share with you the process 🙃 Working on a new Gift Collection! 
A new adventure is coming along! 

🧚‍♀️💫🌳🌳🌳💫

🔥 free shipping worldwide! 

#magicalart #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #homedecor #gift #forest",626,601,15,147,12,3,,1
2021-01-07T14:00:31+0000,insta_post,"A close look at our Grand Collection painting ""Ahava""! 
Love the blues and yellows in the painting! They make each other glow!

This painting is not yet up on our website, so if you are interested in purchasing PM us!

🌟 free shipping worldwide! 🌟

#finearts #lifestyle #interiordesign #israel #culture # #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artgallery #instaart #israeliart #homedecor #jerusalem",612,580,34,214,19,3,,3
2021-01-04T14:35:57+0000,insta_post,"Some of the stories in our paintings are simple but we think through every detail. 

Our mini and gift collection paintings come perfectly packaged with a personalized note. 

🔥Free shipping worldwide🔥

#artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",133,127,4,48,0,0,,0
2020-12-31T17:23:08+0000,insta_post,"🔥SALE ENDS TONIGHT!🔥

OUR BIG HOLIDAY SALE OF UP TO 50% OFF!

 This is a detail from one of our Grand Collection paintings called ""Improvisation."" A painting about jazz and love! 🎷💃

Happy New Year! 
See you all in 2021!

🌟 free shipping worldwide! 🌟

#finearts #lifestyle #interiordesign #israel #culture # #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artgallery #instaart #israeliart #homedecor #jazzart #romance",137,132,6,70,0,0,,0
2020-12-28T14:05:55+0000,insta_post,"A painting about love and home.

Only a few days left to our Holiday SALE! 
ends January 1, 2021!

🔥 free shipping worldwide 🔥

#artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",140,137,4,54,3,0,,0
2020-12-23T15:35:57+0000,insta_post,"Jerusalem holds so much. She is still, in so many ways, the center of the world, as depicted in Ancient Roman maps. The challenges of today brings out the humanity of those who walk her streets. Their joys, their passions, their pain.

A detail from our grand collection painting ""Milk and Honey.""

🔥 50% off, sale ending Jan 1!
🔥 free shipping worldwide! 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",128,125,3,77,3,0,,0
2020-12-22T10:34:25+0000,insta_post,"""The gift is beautiful. I hope my grand daughter likes it as much as I do. I will write to you after and let you know how she likes it.  Again, thanks for making my order a priority. You have made my Christmas complete.""

- J. From Michigan 

Thank you for sharing with us! 

We love getting messages like this! We care about our customers on a personal level ❤ and always will. 

🔥shipping is free 
🔥dont miss our holiday sale going on now! Ending Jan 1! 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #customerreview",144,141,5,62,0,1,,0
2020-12-20T20:11:06+0000,insta_post,"🍂🍃🎶Freedom, movement and feeling at home wherever we are are some of the themes we love to express in our painting!

 This is a detail from one of our Grand Collection paintings called Nature is a Temple 💃

🔥 don't miss out on our storewide HOLIDAY SALE ending Jan 1!
🔥 This ENTIRE collection is now 50% off! 
🌟 free shipping worldwide! 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",136,131,8,105,1,0,,1
2020-12-17T12:59:20+0000,insta_post,"Elegant and magical, Moonlight Dance is one of our long time classics. 

Dont miss out on our holiday sale, ending January 1! 

🔥 free shipping worldwide 
🔥 free personalized inscriptions 

#love #romance #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart",144,139,1,39,2,0,,0
2020-12-15T07:15:28+0000,insta_post,"Our paintings tell many stories. Often of time and love. 

Here is a detail from one of our Grand Collection paintings Cafe De Artist.

🔥 This collection is now 50% off 
🔥 free shipping worldwide 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",143,139,11,104,5,0,,1
2020-12-14T11:03:15+0000,insta_post,"Love recognizes no boundaries.

🎁 free shipping worldwide 
🎁 holiday sale happening now!

#miniart #romance #love #finearts #entrepreneurs #lifestyle #interiordesign #israel #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #art #gift #artist #painting #artwork #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #visualart #specialgift #customizedgift",136,129,7,28,0,0,,0
2020-12-13T13:24:22+0000,insta_post,"""I received the painting of the ballerinas today and I am just thrilled with how gorgeous it is! How secure the packaging is and how fast the shipping was. I will be purchasing more in the future. I kind of just love this!""

- K from California 

Thank you 😻! 

🔥shipping is free 
🔥dont miss our holiday sale going on now! 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",108,99,7,46,2,0,,1
2020-12-10T15:27:20+0000,insta_post,"A gift for any occasion! 

Dont miss out on our HOLIDAY SALE 

🌟As always🌟
🎁FREE SHIPPING 
🎁FREE PERSONALIZED INSCRIPTIONS 

We have a gift for everyone. 
From elegant 💃 to playful 🙃

🎁 free expedited shipping 
🎁 dont miss our BIG holiday sale happening now! 

 #holidaygift #finearts #lifestyle #interiordesign #artist #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #uniquegift #familyandparenting",97,91,1,23,3,0,,0
2020-12-09T11:22:02+0000,insta_post,"Small and simple and perfect. 

Our mini and gift collection are the best way to give something unique and personalized this holiday season!

Dont miss out on our HOLIDSY SALE 

🌟As always🌟
🎁FREE SHIPPING 
🎁FREE PERSONALIZED INSCRIPTIONS 

We have a gift for everyone. 
From elegant 💃 to playful 🙃

🎁 free expedited shipping 
🎁 dont miss our BIG holiday sale happening now! 

#mini #holidaygift #finearts #lifestyle #interiordesign #artist #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #uniquegift #familyandparenting",95,87,6,33,2,1,,1
2020-12-08T10:31:40+0000,insta_post,"The Pinguin mini comes out of her box to show off! 

Just in time for the holidays! 
HOLIDAY SALE HAPPENING NOW! 

Check out our mini and gift collections 🎁

💫free expedited shipping worldwide!💫

#perfectgift #familystudio#3Dart #uniqueart #glass #painting #artoftheday #holiday #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #israeligift #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #studio #uniquegift",625,585,14,47,0,0,,7
2020-12-07T10:59:23+0000,insta_post,"Shipments ready to go out! 🎁🥳

#hoildayseason #interiordesign #israel #culture #artist #handcrafts  #3Dart #uniqueart #glass #painting #artoftheday  #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart #homedecor #visualart #acrylics  #customizedgift #familyart #studio #uniquegift",97,93,0,11,0,0,,0
2020-12-06T09:15:56+0000,insta_post,"We have a gift for everyone. 
From elegant 💃 to playful 🙃

🎁 free expedited shipping 
🎁 dont miss our BIG holiday sale happening now! 

#nude #finearts #lifestyle #interiordesign #artist #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #uniquegift #familyandparenting #popularculture",92,89,2,24,0,0,,0
2020-12-02T23:10:23+0000,insta_post,"We have 3D paintings on glass of all different kinds! This Einstein portrait is one of my favorites! 

🎁 NOW the entire collection is 45% OFF, just for the holidays! 

❤ free shipping worldwide

#holidays #holidaysale #finearts #lifestyle #interiordesign #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork  #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #acrylics #specialgift #einsteinart #customizedgift #familyart",102,100,1,40,2,0,,0
2020-11-29T19:43:30+0000,insta_post,"Everyday our table is packed with paintings about to be shipped out for the holidays! 

🎁🎁🎁

#feelingblessed #holidays #blackfriday #finearts #lifestyle #interiordesign #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist  #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart #homedecor #acrylics #specialgift #customizedgift #familyart #uniquegift",87,84,0,28,0,0,,0
2020-11-29T14:29:33+0000,insta_post,"🎁 Unbox one of your own! 

🎁 free shipping world wide! 

#holidays #blackfriday #finearts #lifestyle #interiordesign #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #specialgift #customizedgift #stopmotion #sale",533,504,2,22,0,0,,1
2020-11-28T18:51:24+0000,insta_post,"The Holidays are coming! 🥳🥳🥳
But it can be super hard to find the perfect present 🤯 !

We got you covered!
🎁 free shipping worldwide!
🎁 we always keep it personal and unique!

dont miss our BIGGEST SALE yet!
🌟Up to 50% OFF storewide 😯

#holidays #blackfridaysale #finearts #lifestyle #interiordesign #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #artist #contemporaryart #painting #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #uniquegift #popularculture",66,63,0,13,2,0,,0
2020-11-26T16:52:01+0000,insta_post,"Hey! Here is a detail from one of our limited collection pieces! 

🎁 NOW the entire collection is 50% OFF 
On our BIGGEST SALE YET!

🌟 If you are looking to decorate your home with unique and beautiful art, dont miss out on this #blackfriday opportunity 🌟

❤ free shipping worldwide

#holidays #blackfriday #finearts #lifestyle #interiordesign #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart",68,64,5,41,0,0,,0
2020-11-25T09:58:22+0000,insta_post,"A sweet reminder of the mystery.

🎁 free shipping worldwide 
🎁 personal inscriptions for free 

#holidays #blackfriday #finearts #lifestyle #interiordesign #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart #homedecor #acrylics #customizedgift #familyart #uniquegift #popularculture",68,66,0,14,0,0,,0
2020-11-24T09:36:30+0000,insta_post,"It's the small things. 

#holidays #blackfridaysale #finearts #lifestyle #interiordesign #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #artist #contemporaryart #painting #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #uniquegift #popularculture",68,64,3,27,0,0,,0
2020-11-23T11:27:20+0000,insta_post,"❤ Our mini collection is crowding to get in front of the camera! 

The perfect present for the ones you love! 

🎁 free shipping!
🎁 free customizations to make it extra personal!

 #stopmotion #giftideas #holidaygift #familystudio #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art  #artist #contemporaryart #painting #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift",499,475,0,26,0,0,,2
2020-11-22T15:07:13+0000,insta_post,"Just in time for the holidays! 

Check out our gift collection 🎁

Black Friday sale ends November 30th! Dont miss it! 

💫free expedited shipping worldwide!💫

#perfectgift #familystudio#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #israeligift #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #studio #uniquegift",63,59,1,31,0,0,,0
2020-11-17T13:13:50+0000,insta_post,"It can be SO hard to find the perfect 🎁! 
Dont know what to get someone you love for the holidays?? 🙈

We have the perfect unique and beautiful gift for you! 
And get it quickly before our Black Friday sale ends 🤸‍♀️🌟

#gift #art #3dart #perfectgift #glassart #familystudio",94,89,4,25,0,1,,0
2020-11-16T15:57:23+0000,insta_post,"Discover 3D art. 

Gift it to someone you love this holiday season ❤🎁❤

Black Friday sale, happening now! 

#3dart #familystudio #holidaygift #uniquegift",103,95,9,52,0,0,,2
2020-11-15T10:12:41+0000,insta_post,"Our mini collection! Get a set of them, you cant go wrong with these beautiful 3D paintings as a holiday gift 🎁!

And we will make it special for you by putting a name or meaningfull date INSIDE the painting, just for you!

We have our store wide black Friday sale going on now! Dont miss it 💫❤💫

#artgift #holidays #blackfriday #familystudio #supportsmallbusiness",95,89,5,28,0,0,,0
2020-11-11T09:25:30+0000,insta_post,"We have never done this before!

🎁 💫Black Friday Sale! 💫🎁 
Store wide! All our collections!

#gift #holidayseason #familystudio #art #3dart",71,67,1,29,0,0,,0
2020-11-01T11:45:45+0000,insta_post,"🌟NEW NEW NEW🌟

We have a new gift collection 3D painting on glass for you, called ""Feathers"". 

""Reading is dreaming with open eyes""

The magic of books fills this tree with winged friends for a game of hide-and-go-seek. The pages we read transports us to new discoveries.

With this piece we send you this blessing: May you continue to explore, imagine, and play, wherever life may take you. 

#newpainting #finearts #bestgift #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover",66,64,4,23,0,0,,0
2020-10-28T12:44:24+0000,insta_post,"Our minis just got a photoshoot and they are looking GOOD!

Buy 2 get the 3rd 50% off! 
Coupon code HOLIDAYS

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift",68,65,0,16,0,0,,0
2020-10-28T10:30:53+0000,insta_post,"Yesterday we just finished finalizing the back layer for our new gift collection Feathers! 

It will be up on our site in the next couple weeks, but you can PM for early bird orders! 

Free shipping world wide! 

#perfectgift #holidaygift #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday",511,485,11,56,0,2,,4
2020-10-26T10:31:13+0000,insta_post,"We love it when kids pick out their favorite painting! 

Afterwards, when I asked her why she chose this one, she told me she loves it because she is the little girl sitting at the top of the mushroom :)

Buy 2 get the 3rd 50% off! For a limited time! 
With promo code: HOLIDAYS

#finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife",537,495,2,34,1,0,,0
2020-10-20T10:12:35+0000,insta_post,"Are you looking for the perfect holiday gift for the ones you love!?

Watch one of our customers who filmed the arrival of their painting!
You'll see why this is the best gift for any occasion! 

🌟Free expedited shipping🌟

🎁🎁🎁
And right now buy 2 and get the 3rd 50% off!

#perfectgift #holidaygift #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday",473,445,2,33,0,0,,0
2020-10-14T08:01:19+0000,insta_post,"During this time of a second national lockdown, it has brought a whole range of experiences, feelings, and challenges. We hope all of you and your loved ones are well - physically and emotionally. 

If you are looking for unique and heart warming holiday gifts for ones you love, our mini and gift collection are perfect.
If you buy 3 the 3rd is 50% off! 
Discount code: HOLIDAYS 

Www.jeanpierreweill.com 

#finearts #interiordesign #israel #culture #artist #handcrafts #decrotivearts #3Dart #uniqueart #painting #gallery #art #gift #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart #homedecor #visualart #specialgift #customizedgift #familyart  #popularculture",69,66,0,10,0,0,,0
2020-10-06T12:38:25+0000,insta_post,"🤩Our 3D paintings are so much better in person!
JUST WATCH to see for yourself!

The perfect gift for yourself or someone else you love.

Only $49
Free shipping worldwide
Free custom made gift box
Free personalization

Pick from any of our Mini Collection paintings!

#finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart #homedecor #visualart #specialgift #customizedgift #popularculture",484,464,4,28,0,0,,0
2020-09-24T21:20:00+0000,insta_post,"🌟this is a MUST WATCH 
🌟make sure your 🔊 is turned on!

It took years to create this book!  And now, after a combined family effort, we have a beautifully illustrated and narrated story for you, read by Jean-Pierre Weill. 
(LINK TO THE FULL VIDEO in the first Comment.) 

When life feels like a battle, how can we find well being? The Well of Being, a Children's Book for Adults is our answer to that ageless question. 

May this be a year in which we bring compassion and perspective to our  struggles. May this year bring us greater clarity, connection, and emotional wellness. 

Please, Share this with people you love.

#childrensbookforadults #bookreading #wellbeing #art #consiousness #illustratedbook #handillustrated #story #thewellofbeing #familystudio #meaningfulart #illistratedjourney #pursuitofhappiness",459,433,8,37,1,0,,0
2020-09-21T09:04:13+0000,insta_post,"The perfect gift for yourself or someone else you love. 

Water Yourself is a visual reminder that when we take care of ourselves, the world becomes a more beautiful place for everyone. 

Only $49
Free shipping worldwide 
Free custom made gift box 
Free personalization 

Pick from any of our Mini Collection paintings! 

#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #israeligift #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #studio #uniquegift",73,69,5,36,1,0,,0
2020-09-10T12:49:55+0000,insta_post,"🌟NEW🌟

We go on all types of adventures in our lives, but the places we explore together are often the deepest and most exhilarating. 

Shipping is fast and free. 
Comes in a beautiful custom made gift box! 

Go to www.jeanpierreweill.com and find Flying High With You in our Gift Collection :)

#newpainting #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #studio #uniquegift",83,79,8,49,3,0,,0
2020-09-10T12:02:29+0000,insta_post,"Hey! We like to keep it personal for you! 

❤ Today we filled our ""tree of life"" Gift Collection painting with names from a family tree ❤
Its a gift for the grandmother! 

Make sure to tell us what personal customizations you would like when you order your special gift!

💫Free customizations!
💫Free shipping worldwide!
💫Free gift box!

#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #studio #uniquegift",82,80,6,36,0,0,,0
2020-09-09T17:13:28+0000,insta_post,"Don't you ever just want to go wandering out into a magical forest, where you will encounter enchanting characters and adventures?!

I find nature, especially trees, to be healing teachers if we just spend time around them. Both our fantasy worlds and nature are precious things.

Here is one of our best selling 3D classic paintings to remind us of this! Forest Avenue from our Limited Collection. 

Free shipping worldwide. 

#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #fantasyart #magic #trees #natureinart #israeliart",79,75,5,46,1,0,,0
2020-09-09T08:16:01+0000,insta_post,"Sometime you just gotta let loose!

Here's a family moment from yesterday in our studio with my kids in our beautiful art studio space. After a decent night's sleep I love to dance with them ❤!

- Davida (daughter of Jean-Pierre) 

#familystudio #danceparty #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart #createeveryday #homedecor #visualart #acrylics #dancewithart",444,425,0,30,2,0,,0
2020-09-07T11:22:23+0000,insta_post,"❤❤❤ We are so grateful for the wonderful feedback and to hear how much you all love our work and our service! 

Thank you for all the reviews!

#customerreviews #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics,",55,53,2,13,0,0,,0
2020-09-07T11:15:17+0000,insta_post,"WOW! We were not expecting what we got!

We've sold thousands of painting over nearly 30 years. But the option to write a review on our website is only two weeks old! 

Not only are the reviews 
🌟🌟🌟🌟🌟 but detailed stories about our artwork and how it has personally touched people's lives! 

Here are just a few that we got! 

If you have a painting from us, write us a review! It energizes us so much to hear your feedback ❤ !

🌟Free shipping to anywhere 
🌟Free gift boxes for the mini and gift collections! 

#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics,",57,52,1,17,1,0,,0
2020-09-03T08:48:19+0000,insta_post,"Hey! Take a look at how we set up our Gift Collection display in the studio! 

139$ and free shipping worldwide!

Comes with a beautiful custom designed gift box!

#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics,",474,454,2,22,0,0,,0
2020-09-01T17:14:55+0000,insta_post,"New Gift Collection coming soon! 

I worked on this painting all day, and am so excited about it coming together! 

Tell me what you think in the comments! It's still in process, so your suggestion might just be incorporated in the final piece 😲

*free shipping worldwide!
*unique 3D painting, the perfect gift! 

#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics,",542,495,40,70,7,12,,6
2020-08-26T10:07:44+0000,insta_post,"What makes opening our 📦 so delicious???

Our large paintings on Limited and Grand collections are packed in custom made wooden crates. We send Mini and Gift Collection paintings in gift boxes specially designed for both safe travel and beauty! 

❤ this video if you also think the details matters! 

#customerservice #beautyinthedetails #yestocaring #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics,",447,423,4,29,0,0,,1
2020-08-25T08:37:54+0000,insta_post,"Flashback to a beautiful display of our work at @3days_sendai gallery in Japan. 

We started working together almost 2 decades ago ❤😲

Work is from our Gift Collection 
https://www.jeanpierreweill.com/collections/giftcollection

*free shipping worldwide*
*free gift box*

#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics,",81,68,3,31,1,0,,0
2020-08-19T06:53:30+0000,insta_post,"Assembling our Moonlight Dance Gift Collection!
I love the way the purples and greens work together in this painting. 

🎁 free expedited shipping worldwide!

🎁 comes in a customized beautiful gift box so you can gift with confidence!

❤ we can put a personalized name or date inside your painting for you, for free ❤

 #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics,",445,412,11,35,1,2,,2
2020-08-09T14:27:55+0000,insta_post,"A new gift collection coming! 
A small clip working out the back of the painting. Each layer transforms the piece! 

#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics,",490,457,25,68,0,5,,12
2020-08-04T11:24:28+0000,insta_post,"A new mini collection coming along! 
Sometimes we need to be held and sometimes we need to hold. 

Do you identify with the bear or the child today? 

#mini #gift #smallpresents #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics",481,436,42,85,3,12,,10
