id,message,promotion_status,status_type,created_time,properties,post_clicks,post_clicks_by_type,post_impressions,post_impressions_unique,post_impressions_paid,post_impressions_paid_unique,post_impressions_fan,post_impressions_fan_unique,post_impressions_organic,post_impressions_organic_unique,post_impressions_viral,post_impressions_viral_unique,post_impressions_nonviral,post_impressions_nonviral_unique,post_video_avg_time_watched,post_video_complete_views_organic,post_video_complete_views_organic_unique,post_video_complete_views_paid,post_video_complete_views_paid_unique,post_video_retention_graph,post_video_retention_graph_clicked_to_play,post_video_retention_graph_autoplayed,post_video_views_organic,post_video_views_organic_unique,post_video_views_paid,post_video_views,post_video_social_actions_count_unique,post_activity_by_action_type_unique,post_reactions_like_total,post_reactions_love_total,post_reactions_wow_total,post_reactions_haha_total,post_reactions_sorry_total,post_reactions_anger_total,like,share,comment
124319427612935_1758092884235573,"Another year gone by. How time flies!
Share with us, in a comment below, the best thing that happened to you this year.

Check out ""Time Flies"" - a 3D painting on glass from our Gift Collection - Now 20% off, only until Midnight! 
Don't miss out! 

Click > http://bit.ly/2nNOxJ7",inactive,added_video,2017-12-31T17:16:12+0000,"[{'name': 'Length', 'text': '00:31'}]",25,"{'video play': 16, 'other clicks': 9}",735,396,0,0,637,330,735,396,0,0,735,396,5065.0,12,11,0,0,"{'0': 0.617, '1': 0.9858, '2': 0.9858, '3': 0.9574, '4': 0.8652, '5': 0.7305, '6': 0.6454, '7': 0.5674, '8': 0.5106, '9': 0.4752, '10': 0.4326, '11': 0.3759, '12': 0.3546, '13': 0.3191, '14': 0.2766, '15': 0.2553, '16': 0.234, '17': 0.227, '18': 0.227, '19': 0.2057, '20': 0.1844, '21': 0.1702, '22': 0.1702, '23': 0.1631, '24': 0.1631, '25': 0.156, '26': 0.1418, '27': 0.1348, '28': 0.1206, '29': 0.0993, '30': 0.0851, '31': 0.0851, '32': 0.0638}","{'0': 0.8571, '1': 1, '2': 1, '3': 0.9286, '4': 0.9286, '5': 0.9286, '6': 0.9286, '7': 0.9286, '8': 0.9286, '9': 0.9286, '10': 0.7857, '11': 0.7857, '12': 0.7143, '13': 0.7143, '14': 0.6429, '15': 0.5714, '16': 0.5714, '17': 0.5714, '18': 0.5714, '19': 0.5, '20': 0.3571, '21': 0.2857, '22': 0.2857, '23': 0.2857, '24': 0.2857, '25': 0.2143, '26': 0.1429, '27': 0.1429, '28': 0.1429, '29': 0.1429, '30': 0, '31': 0, '32': 0}","{'0': 0.5906, '1': 0.9843, '2': 0.9843, '3': 0.9606, '4': 0.8583, '5': 0.7087, '6': 0.6142, '7': 0.5276, '8': 0.4646, '9': 0.4252, '10': 0.3937, '11': 0.3307, '12': 0.315, '13': 0.2756, '14': 0.2362, '15': 0.2205, '16': 0.1969, '17': 0.189, '18': 0.189, '19': 0.1732, '20': 0.1654, '21': 0.1575, '22': 0.1575, '23': 0.1496, '24': 0.1496, '25': 0.1496, '26': 0.1417, '27': 0.1339, '28': 0.1181, '29': 0.0945, '30': 0.0945, '31': 0.0945, '32': 0.0709}",141,123,0,141,0,{'like': 7},6,1,0,0,0,0,7,0,0
124319427612935_1755074607870734,"Time for new beginings....!
Renew the look in your home with a new work of art! 

Click to watch all of Jean-Pierre Weill 3D painting on glass >
https://www.jeanpierreweill.com/",inactive,added_video,2017-12-28T17:22:02+0000,"[{'name': 'Length', 'text': '00:12'}]",55,"{'video play': 26, 'other clicks': 26, 'link clicks': 3}",1050,569,0,0,776,397,1050,569,249,115,801,461,6736.0,126,116,0,0,"{'0': 0.6927, '1': 0.9954, '2': 1, '3': 0.9954, '4': 0.9862, '5': 0.9541, '6': 0.9128, '7': 0.8716, '8': 0.844, '9': 0.8257, '10': 0.7844, '11': 0.7477, '12': 0.6881, '13': 0.6422, '14': 0.6147, '15': 0.5826, '16': 0.4312}","{'0': 0.9, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 1, '7': 1, '8': 1, '9': 1, '10': 1, '11': 1, '12': 1, '13': 0.95, '14': 0.9, '15': 0.8, '16': 0.55}","{'0': 0.6717, '1': 0.9949, '2': 1, '3': 0.9949, '4': 0.9848, '5': 0.9495, '6': 0.904, '7': 0.8586, '8': 0.8283, '9': 0.8081, '10': 0.7626, '11': 0.7222, '12': 0.6566, '13': 0.6111, '14': 0.5859, '15': 0.5606, '16': 0.4192}",217,201,0,217,0,"{'share': 1, 'like': 17}",16,0,1,0,0,0,17,1,0
124319427612935_1752306258147569,"It's Christmas time!
Hoping your holidays are full of warmth, joy, peace and happiness! 🎅🎄❄

Bringing you something special this holiday season - Enjoy 20% off all Jean-Pierre Weill Gift Collection art with coupon code GIFTCOLLECTION20 at checkout! 50% off all Limited Edition items with coupon code LMITEDEDITION50 at checkout. 

Merry Christmas!",inactive,added_photos,2017-12-25T17:01:13+0000,,0,{},4,4,0,0,2,2,4,4,0,0,4,4,,0,0,0,0,{},{},{},0,0,0,0,0,{},6,0,0,0,0,0,6,0,1
124319427612935_1748390758539119,"Color your world with an innovative 3D painting on glass by Jean-Pierre Weill.

Just a few days left untill our holiday season sales end! 
Don't miss out on 20%-50% off! ⏰
To enjoy 20% off all Jean-Pierre Weill Gift Collection paintings use coupon code GIFTCOLLECTION20 at checkout > http://bit.ly/2At5TRn
To enjoy 50% off all Jean-Pierre Weill  Limited Edition paintings use coupon code LIMITEDEDITION50  at checkout > 
http://bit.ly/2nQ5jYb",inactive,added_video,2017-12-21T17:30:00+0000,"[{'name': 'Length', 'text': '00:10'}]",28,"{'video play': 19, 'other clicks': 8, 'link clicks': 1}",363,192,0,0,270,115,363,192,48,34,315,158,6296.0,65,56,0,0,"{'0': 0.7981, '1': 0.9808, '2': 0.9712, '3': 0.9712, '4': 0.9712, '5': 0.8462, '6': 0.7788, '7': 0.75, '8': 0.7212, '9': 0.6827, '10': 0.6635, '11': 0.6346, '12': 0.4904}","{'0': 0.875, '1': 1, '2': 1, '3': 0.9375, '4': 1, '5': 0.9375, '6': 0.9375, '7': 0.9375, '8': 0.9375, '9': 0.9375, '10': 0.875, '11': 0.875, '12': 0.75}","{'0': 0.7841, '1': 0.9773, '2': 0.9659, '3': 0.9773, '4': 0.9659, '5': 0.8295, '6': 0.75, '7': 0.7159, '8': 0.6818, '9': 0.6364, '10': 0.625, '11': 0.5909, '12': 0.4432}",104,86,0,104,0,"{'share': 2, 'like': 7}",3,5,0,0,0,0,8,2,0
124319427612935_2888086134668559,"It's almost Christmas!
Wishing you holidays full of warmth, joy, peace and happiness! 
Bringing you something special this holiday season - Enjoy 20% off all Jean-Pierre Weill Gift Collection items with coupon code GIFTCOLLECTION20 at checkout and 50% off all Limited Edition paintings with coupon code LIMITEDEDITION50.

Only until 31/12/2017, Don't miss out!",ineligible,shared_story,2017-12-17T15:30:00+0000,,0,{},3,3,0,0,2,2,3,3,0,0,3,3,,0,0,0,0,{},{},{},0,0,0,0,0,{},0,0,0,0,0,0,0,0,0
124319427612935_1740016576043204,"""Happiness is a thing to be practiced, like the violin."" - John Lubbock

Happy Violin day!",inactive,added_video,2017-12-13T15:00:00+0000,"[{'name': 'Length', 'text': '00:32'}]",38,"{'video play': 20, 'other clicks': 18}",1015,589,0,0,911,511,1015,589,23,20,992,568,5650.0,19,18,0,0,"{'0': 0.6118, '1': 0.9662, '2': 0.962, '3': 0.9662, '4': 0.789, '5': 0.7384, '6': 0.616, '7': 0.5443, '8': 0.5063, '9': 0.4684, '10': 0.4346, '11': 0.384, '12': 0.3671, '13': 0.3291, '14': 0.2785, '15': 0.2363, '16': 0.2321, '17': 0.2194, '18': 0.2025, '19': 0.1899, '20': 0.1688, '21': 0.1688, '22': 0.1603, '23': 0.1561, '24': 0.1435, '25': 0.1308, '26': 0.1139, '27': 0.097, '28': 0.0928, '29': 0.0886, '30': 0.0802, '31': 0.0802, '32': 0.038}","{'0': 0.6316, '1': 1, '2': 1, '3': 1, '4': 0.9474, '5': 0.9474, '6': 0.8947, '7': 0.8947, '8': 0.9474, '9': 0.8421, '10': 0.8421, '11': 0.8421, '12': 0.8421, '13': 0.8947, '14': 0.7368, '15': 0.7368, '16': 0.7368, '17': 0.6842, '18': 0.7368, '19': 0.7368, '20': 0.7368, '21': 0.7368, '22': 0.7368, '23': 0.6842, '24': 0.5263, '25': 0.4737, '26': 0.4211, '27': 0.3158, '28': 0.3158, '29': 0.3158, '30': 0.3158, '31': 0.3158, '32': 0.1579}","{'0': 0.6101, '1': 0.9633, '2': 0.9587, '3': 0.9633, '4': 0.7752, '5': 0.7202, '6': 0.5917, '7': 0.5138, '8': 0.4679, '9': 0.4358, '10': 0.3991, '11': 0.344, '12': 0.3257, '13': 0.2798, '14': 0.2385, '15': 0.1927, '16': 0.1881, '17': 0.1789, '18': 0.156, '19': 0.1422, '20': 0.1193, '21': 0.1193, '22': 0.1101, '23': 0.1101, '24': 0.1101, '25': 0.1009, '26': 0.0872, '27': 0.078, '28': 0.0734, '29': 0.0688, '30': 0.0596, '31': 0.0596, '32': 0.0275}",237,213,0,237,0,"{'share': 2, 'like': 25, 'comment': 1}",19,5,1,0,0,0,25,2,1
124319427612935_1734331373278391,"'I'm not claiming divinity. I've never claimed purity of soul. I've never claimed to have the answers to life. I only put out songs and answer questions as honestly as I can ... But I still believe in PEACE, LOVE, and UNDERSTANDING.' 
-John Lennon-
 1940 - 1980

Check out our John Lennon Gift Collection 3D painting on glass> 
 http://bit.ly/2kxyhdZ",inactive,added_video,2017-12-08T15:30:00+0000,"[{'name': 'Length', 'text': '00:26'}]",35,"{'video play': 26, 'other clicks': 9}",741,425,0,0,645,352,741,425,0,0,741,425,6129.0,24,23,0,0,"{'0': 0.7143, '1': 0.9829, '2': 0.9714, '3': 0.96, '4': 0.8571, '5': 0.7657, '6': 0.7029, '7': 0.6229, '8': 0.5543, '9': 0.4914, '10': 0.4343, '11': 0.4057, '12': 0.4114, '13': 0.3886, '14': 0.3657, '15': 0.3143, '16': 0.28, '17': 0.2686, '18': 0.2457, '19': 0.2286, '20': 0.2229, '21': 0.1943, '22': 0.1829, '23': 0.16, '24': 0.1429, '25': 0.1429, '26': 0.1314, '27': 0.1314, '28': 0.08}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 0.9565, '5': 0.913, '6': 0.8696, '7': 0.8261, '8': 0.7826, '9': 0.7826, '10': 0.7826, '11': 0.6522, '12': 0.6522, '13': 0.6522, '14': 0.6522, '15': 0.6087, '16': 0.6087, '17': 0.5652, '18': 0.5217, '19': 0.5217, '20': 0.5652, '21': 0.5652, '22': 0.5652, '23': 0.4783, '24': 0.4348, '25': 0.4348, '26': 0.3913, '27': 0.3913, '28': 0.3043}","{'0': 0.6711, '1': 0.9803, '2': 0.9671, '3': 0.9539, '4': 0.8421, '5': 0.7434, '6': 0.6776, '7': 0.5921, '8': 0.5197, '9': 0.4474, '10': 0.3816, '11': 0.3684, '12': 0.375, '13': 0.3487, '14': 0.3224, '15': 0.2697, '16': 0.2303, '17': 0.2237, '18': 0.2039, '19': 0.1842, '20': 0.1711, '21': 0.1382, '22': 0.125, '23': 0.1118, '24': 0.0987, '25': 0.0987, '26': 0.0921, '27': 0.0921, '28': 0.0461}",175,162,0,175,0,"{'like': 13, 'comment': 1}",10,3,0,0,0,0,13,0,1
124319427612935_10155942085149375,This holiday season delight someone you love with a 3D painting on glass! Enjoy 20% off all Jean-Pierre Weill Gift Collection art with coupon code GIFTCOLLECTION20 at checkout and 50% off all Limited Edition items with coupon code LIMITEDEDITION50.,inactive,added_video,2017-11-25T21:32:34+0000,"[{'name': 'Length', 'text': '00:28'}]",443,"{'video play': 365, 'other clicks': 47, 'link clicks': 21}",7887,6702,6677,5952,860,470,1210,746,337,253,873,504,7722.0,59,47,174,171,"{'0': 0.6254, '1': 0.9981, '2': 0.9971, '3': 0.9886, '4': 0.8675, '5': 0.7541, '6': 0.6578, '7': 0.5806, '8': 0.5243, '9': 0.4776, '10': 0.4433, '11': 0.4214, '12': 0.388, '13': 0.3651, '14': 0.3518, '15': 0.3327, '16': 0.3174, '17': 0.3051, '18': 0.2946, '19': 0.2879, '20': 0.2736, '21': 0.2631, '22': 0.2498, '23': 0.2479, '24': 0.2393, '25': 0.2307, '26': 0.225, '27': 0.2126, '28': 0.1878}","{'0': 0.5492, '1': 1, '2': 1, '3': 0.9973, '4': 0.9754, '5': 0.9372, '6': 0.8825, '7': 0.8361, '8': 0.8087, '9': 0.7732, '10': 0.724, '11': 0.6995, '12': 0.6557, '13': 0.6393, '14': 0.6257, '15': 0.5984, '16': 0.5765, '17': 0.5601, '18': 0.5492, '19': 0.5355, '20': 0.5109, '21': 0.4973, '22': 0.4781, '23': 0.4699, '24': 0.4563, '25': 0.4454, '26': 0.4399, '27': 0.418, '28': 0.4044}","{'0': 0.6652, '1': 0.9956, '2': 0.9942, '3': 0.9825, '4': 0.8085, '5': 0.655, '6': 0.5365, '7': 0.443, '8': 0.3713, '9': 0.3187, '10': 0.2924, '11': 0.2719, '12': 0.2442, '13': 0.2178, '14': 0.2047, '15': 0.1901, '16': 0.1784, '17': 0.1681, '18': 0.1579, '19': 0.155, '20': 0.1462, '21': 0.1374, '22': 0.1272, '23': 0.1287, '24': 0.1228, '25': 0.1155, '26': 0.1096, '27': 0.1023, '28': 0.0716}",286,244,763,1049,0,"{'share': 9, 'like': 69, 'comment': 4}",57,11,3,0,0,0,71,10,4
124319427612935_473390854686016,"Holiday season is upon us - delight someone you love with a 3D painting on glass!
Enjoy 20% off all Jean-Pierre Weill Gift Collection items. Use coupon code GIFTCOLLECTION20 at checkout and 50% off all limited edition items with coupon code LIMITEDEDITION50. Click to watch more >",ineligible,shared_story,2017-11-24T18:14:47+0000,,0,{},3,3,0,0,2,2,3,3,0,0,3,3,,0,0,0,0,{},{},{},0,0,0,0,0,{},0,0,0,0,0,0,0,0,0
124319427612935_1710621748982687,"Home is not a place; it's a feeling.
Click to see more Jean-Pierre Weill 3D painting on glass > https://www.jeanpierreweill.com",inactive,added_photos,2017-11-14T20:57:22+0000,,0,{},0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,{},{},{},0,0,0,0,0,{},2,1,0,0,0,0,3,0,4
124319427612935_1702792426432286,"""I thank You God for most this amazing
day: for the leaping greenly spirits of trees,
and a blue true dream of sky, and for everything
which is natural, which is infinite, which is yes.
-e.e. cummings

""Nature is a Temple"", Grand Collection, 3D painting on glass
Dimensions: 4x3 ft

Contact us for more details.",inactive,added_video,2017-11-08T17:35:00+0000,"[{'name': 'Length', 'text': '01:08'}]",1162,"{'video play': 1030, 'other clicks': 129, 'link clicks': 3}",6373,4837,1108,1071,2191,1309,5265,3708,2204,1483,3061,2118,9999.0,135,125,10,10,"{'0': 1, '1': 0.9835, '2': 0.9122, '3': 0.7103, '4': 0.5895, '5': 0.4878, '6': 0.4177, '7': 0.353, '8': 0.3066, '9': 0.2703, '10': 0.2475, '11': 0.2234, '12': 0.2116, '13': 0.1926, '14': 0.1753, '15': 0.1647, '16': 0.155, '17': 0.1482, '18': 0.1406, '19': 0.1275, '20': 0.1182, '21': 0.1098, '22': 0.1022, '23': 0.0963, '24': 0.0904, '25': 0.0878, '26': 0.0845, '27': 0.079, '28': 0.0756, '29': 0.0705, '30': 0.068, '31': 0.065, '32': 0.0621, '33': 0.0612, '34': 0.0617, '35': 0.0574, '36': 0.0545, '37': 0.0528, '38': 0.0481, '39': 0.0448, '40': 0.0372}","{'0': 1, '1': 0.9946, '2': 0.9277, '3': 0.7122, '4': 0.573, '5': 0.4766, '6': 0.4123, '7': 0.3601, '8': 0.3307, '9': 0.3012, '10': 0.2798, '11': 0.2544, '12': 0.2396, '13': 0.2236, '14': 0.2048, '15': 0.1968, '16': 0.1914, '17': 0.1807, '18': 0.1767, '19': 0.1593, '20': 0.1513, '21': 0.1446, '22': 0.1365, '23': 0.1272, '24': 0.1205, '25': 0.1165, '26': 0.1098, '27': 0.1017, '28': 0.0964, '29': 0.0924, '30': 0.087, '31': 0.087, '32': 0.0843, '33': 0.0843, '34': 0.0857, '35': 0.079, '36': 0.075, '37': 0.075, '38': 0.0696, '39': 0.0669, '40': 0.0562}","{'0': 1, '1': 0.9784, '2': 0.905, '3': 0.7094, '4': 0.5972, '5': 0.4929, '6': 0.4201, '7': 0.3498, '8': 0.2955, '9': 0.256, '10': 0.2326, '11': 0.2091, '12': 0.1986, '13': 0.1783, '14': 0.1616, '15': 0.1499, '16': 0.1382, '17': 0.1333, '18': 0.124, '19': 0.1129, '20': 0.103, '21': 0.0938, '22': 0.0864, '23': 0.082, '24': 0.0765, '25': 0.0746, '26': 0.0728, '27': 0.0685, '28': 0.066, '29': 0.0605, '30': 0.0592, '31': 0.0549, '32': 0.0518, '33': 0.0506, '34': 0.0506, '35': 0.0475, '36': 0.045, '37': 0.0426, '38': 0.0382, '39': 0.0345, '40': 0.0284}",1819,1655,549,2368,0,"{'share': 21, 'like': 104, 'comment': 6}",79,24,1,0,0,0,104,25,7
124319427612935_1702788009766061,"""Jazz is the only music in which the same note can be played night after night but differently each time.""
-Ornette Coleman

""Jazz Ensemble"", Gift Collection, 3D painting on glass
Size: 9x11 Inches

Now available at: http://bit.ly/RedJazz",inactive,added_video,2017-11-06T19:02:11+0000,"[{'name': 'Length', 'text': '00:32'}]",47,"{'video play': 23, 'other clicks': 21, 'link clicks': 3}",1232,726,0,0,892,483,1232,726,272,176,960,535,4980.0,29,25,0,0,"{'0': 1, '1': 0.9732, '2': 0.9688, '3': 0.9554, '4': 0.8214, '5': 0.7098, '6': 0.6429, '7': 0.5848, '8': 0.5357, '9': 0.4777, '10': 0.4107, '11': 0.3839, '12': 0.3482, '13': 0.3259, '14': 0.2946, '15': 0.2589, '16': 0.2411, '17': 0.2366, '18': 0.2232, '19': 0.2143, '20': 0.2143, '21': 0.2054, '22': 0.1964, '23': 0.1875, '24': 0.1786, '25': 0.1741, '26': 0.1518, '27': 0.1518, '28': 0.1339, '29': 0.1295, '30': 0.1295, '31': 0.1295, '32': 0.0491}","{'0': 1, '1': 0.9474, '2': 0.9474, '3': 0.9474, '4': 0.8947, '5': 0.8947, '6': 0.9474, '7': 0.7895, '8': 0.7895, '9': 0.6842, '10': 0.6316, '11': 0.6842, '12': 0.6316, '13': 0.5789, '14': 0.5263, '15': 0.4211, '16': 0.3684, '17': 0.3158, '18': 0.3158, '19': 0.3158, '20': 0.3684, '21': 0.3684, '22': 0.3684, '23': 0.3684, '24': 0.3684, '25': 0.3158, '26': 0.2105, '27': 0.2105, '28': 0.2105, '29': 0.2105, '30': 0.2105, '31': 0.2105, '32': 0.1053}","{'0': 1, '1': 0.9756, '2': 0.9707, '3': 0.9561, '4': 0.8146, '5': 0.6927, '6': 0.6146, '7': 0.5659, '8': 0.5122, '9': 0.4585, '10': 0.3902, '11': 0.3561, '12': 0.322, '13': 0.3024, '14': 0.2732, '15': 0.2439, '16': 0.2293, '17': 0.2293, '18': 0.2146, '19': 0.2049, '20': 0.2, '21': 0.1902, '22': 0.1805, '23': 0.1707, '24': 0.161, '25': 0.161, '26': 0.1463, '27': 0.1463, '28': 0.1268, '29': 0.122, '30': 0.122, '31': 0.122, '32': 0.0439}",224,204,0,224,0,"{'share': 2, 'like': 13, 'comment': 1}",11,2,0,0,0,0,13,2,1
124319427612935_1694057407305788,"Let's play hide-and-go-seek in a magical forest.

""Forest of Boulogne"" in it's new home in Arizona.
Grand Original 3D painting on glass
Size: 8x3 ft",inactive,added_photos,2017-10-29T17:00:00+0000,,0,{},4,4,0,0,2,2,4,4,0,0,4,4,,0,0,0,0,{},{},{},0,0,0,0,0,{},23,7,1,0,0,0,31,1,1
124319427612935_1689091657802363,"""If you carry your childhood with you, you never become older."" - Tom Stoppard

""Men Raining"", Gift collection, 3D painting on glass
Size: 9x11 inches

Now available at: http://bit.ly/menraining",inactive,added_video,2017-10-25T13:00:00+0000,"[{'name': 'Length', 'text': '00:33'}]",49,"{'video play': 22, 'other clicks': 22, 'link clicks': 5}",984,540,0,0,850,455,208,87,44,27,940,512,7611.0,31,30,0,0,"{'0': 1, '1': 0.9838, '2': 0.9717, '3': 0.9595, '4': 0.8745, '5': 0.8097, '6': 0.7449, '7': 0.6842, '8': 0.6073, '9': 0.5587, '10': 0.502, '11': 0.4534, '12': 0.4211, '13': 0.4049, '14': 0.3846, '15': 0.3725, '16': 0.3401, '17': 0.3239, '18': 0.3077, '19': 0.2955, '20': 0.2874, '21': 0.2753, '22': 0.2672, '23': 0.2713, '24': 0.247, '25': 0.2348, '26': 0.2227, '27': 0.2186, '28': 0.2065, '29': 0.2024, '30': 0.1903, '31': 0.1822, '32': 0.1579, '33': 0.1457, '34': 0.1336, '35': 0.1215, '36': 0.0891}","{'0': 1, '1': 1, '2': 0.9444, '3': 0.9444, '4': 0.9444, '5': 0.9444, '6': 0.9444, '7': 1, '8': 0.8889, '9': 0.8333, '10': 0.7778, '11': 0.7778, '12': 0.7778, '13': 0.7778, '14': 0.8889, '15': 0.8333, '16': 0.7222, '17': 0.7222, '18': 0.7222, '19': 0.6667, '20': 0.6667, '21': 0.6667, '22': 0.6667, '23': 0.7222, '24': 0.6667, '25': 0.6667, '26': 0.6111, '27': 0.6111, '28': 0.5556, '29': 0.6111, '30': 0.5556, '31': 0.5556, '32': 0.4444, '33': 0.3889, '34': 0.3889, '35': 0.3889, '36': 0.3889}","{'0': 1, '1': 0.9825, '2': 0.9738, '3': 0.9607, '4': 0.869, '5': 0.7991, '6': 0.7293, '7': 0.6594, '8': 0.5852, '9': 0.5371, '10': 0.4803, '11': 0.4279, '12': 0.393, '13': 0.3755, '14': 0.345, '15': 0.3362, '16': 0.31, '17': 0.2926, '18': 0.2751, '19': 0.2664, '20': 0.2576, '21': 0.2445, '22': 0.2358, '23': 0.2358, '24': 0.214, '25': 0.2009, '26': 0.1921, '27': 0.1878, '28': 0.179, '29': 0.1703, '30': 0.1616, '31': 0.1528, '32': 0.1354, '33': 0.1266, '34': 0.1135, '35': 0.1004, '36': 0.0655}",247,224,0,247,0,"{'share': 3, 'like': 19, 'comment': 1}",13,6,0,0,0,0,19,3,1
124319427612935_1689026974475498,"""Over 20 years ago, with 5 young children, I was faced with the choice of getting a 9-5 job or pursuing my artwork.
I decided to give myself 3 months to come up with an innovative style of art with which I could support my family.""

- Jean-Pierre Weill

Shop now for Jean-Pierre Weill art:  www.jeanpierreweill.com",inactive,added_video,2017-10-24T10:30:10+0000,"[{'name': 'Length', 'text': '01:54'}]",1717,"{'video play': 493, 'other clicks': 909, 'link clicks': 315}",132319,90936,113169,79221,2862,1458,8125,5256,12673,7915,6477,4607,11739.0,519,511,4190,4190,"{'0': 1, '1': 0.9604, '2': 0.6521, '3': 0.4979, '4': 0.4082, '5': 0.3551, '6': 0.3202, '7': 0.2916, '8': 0.269, '9': 0.2584, '10': 0.2429, '11': 0.2209, '12': 0.2076, '13': 0.2012, '14': 0.1876, '15': 0.1712, '16': 0.1646, '17': 0.1597, '18': 0.1561, '19': 0.1526, '20': 0.1503, '21': 0.1462, '22': 0.1412, '23': 0.1372, '24': 0.132, '25': 0.1286, '26': 0.1264, '27': 0.1213, '28': 0.1159, '29': 0.1148, '30': 0.114, '31': 0.1137, '32': 0.1134, '33': 0.1065, '34': 0.0982, '35': 0.0945, '36': 0.0932, '37': 0.0903, '38': 0.0878, '39': 0.0758, '40': 0.0426}","{'0': 1, '1': 0.9566, '2': 0.757, '3': 0.6876, '4': 0.6161, '5': 0.5944, '6': 0.5705, '7': 0.5553, '8': 0.5531, '9': 0.5488, '10': 0.551, '11': 0.5423, '12': 0.5401, '13': 0.5336, '14': 0.5184, '15': 0.5033, '16': 0.5011, '17': 0.5011, '18': 0.4837, '19': 0.4751, '20': 0.4707, '21': 0.4707, '22': 0.4685, '23': 0.462, '24': 0.4469, '25': 0.4447, '26': 0.4382, '27': 0.4338, '28': 0.4317, '29': 0.436, '30': 0.4317, '31': 0.4295, '32': 0.4338, '33': 0.423, '34': 0.4078, '35': 0.4013, '36': 0.397, '37': 0.3948, '38': 0.3883, '39': 0.3492, '40': 0.2321}","{'0': 1, '1': 0.9602, '2': 0.6511, '3': 0.4961, '4': 0.4064, '5': 0.353, '6': 0.318, '7': 0.2892, '8': 0.2664, '9': 0.2558, '10': 0.2402, '11': 0.2181, '12': 0.2047, '13': 0.1983, '14': 0.1847, '15': 0.1683, '16': 0.1616, '17': 0.1567, '18': 0.1533, '19': 0.1498, '20': 0.1475, '21': 0.1434, '22': 0.1384, '23': 0.1343, '24': 0.1293, '25': 0.1259, '26': 0.1237, '27': 0.1186, '28': 0.1131, '29': 0.112, '30': 0.1112, '31': 0.1109, '32': 0.1106, '33': 0.1037, '34': 0.0955, '35': 0.0919, '36': 0.0906, '37': 0.0876, '38': 0.0852, '39': 0.0734, '40': 0.0409}",4133,3488,49501,53623,14,"{'share': 156, 'like': 608, 'comment': 51}",453,133,30,2,0,0,616,162,81
124319427612935_1648374081874121,It's Sunday! Let's make the most of this new week and dance!,inactive,added_photos,2017-09-10T13:37:11+0000,,0,{},2,2,0,0,2,2,2,2,0,0,2,2,,0,0,0,0,{},{},{},0,0,0,0,0,{},8,0,0,1,0,0,9,0,0
124319427612935_1642996992411830,"#Fiddler 
Tevye and Golde (singing): It doesn't change a thing, but even so... After 25 years, it's nice to know.""

Tell someone you love #iloveyou",inactive,added_photos,2017-09-04T18:29:58+0000,,0,{},2,2,0,0,2,2,2,2,0,0,2,2,,0,0,0,0,{},{},{},0,0,0,0,0,{},19,1,0,0,0,0,20,1,0
